name	x	y	z	size
A1	-51.714729309082	-66.2703857421875	7.64531850814819	0
A2	-52.4092483520508	-65.3090133666992	11.923300743103	0
A3	-55.6355972290039	-56.027229309082	21.4407234191895	0
A4	-49.732494354248	-53.1788215637207	33.5008010864258	0
A5	-48.0226669311523	-44.6055374145508	46.0599784851074	0
A6	-49.3235778808594	-43.0422897338867	47.4338302612305	0
A7	-50.1915817260742	-26.7407474517822	45.6614685058594	0
A8	-56.4258193969727	-19.512149810791	51.9109382629395	0
A9	-44.5752258300781	-20.5992488861084	40.6824073791504	0
A10	-42.3791122436523	-13.6038761138916	32.613395690918	0
A11	-40.6350212097168	-37.115894317627	-25.973819732666	0
A12	-43.3387832641602	-30.8354606628418	-23.9022274017334	0
A13	-45.5793685913086	-1.41179859638214	-37.4135093688965	0
A14	-32.6771087646484	3.11877751350403	-44.5298690795898	0
A15	-18.7914085388184	-1.09233069419861	-27.8729496002197	0
A16	-35.7908935546875	-11.9895372390747	-22.1095066070557	0
A17	-35.1489944458008	-13.2502794265747	-20.2717666625977	0
A18	-33.5606918334961	-17.1308536529541	-17.7529411315918	0
A19	-24.8812446594238	-6.69210290908813	-28.4011535644531	0
A20	-19.7913627624512	-4.9950156211853	-29.6536064147949	0
A21	-17.3195400238037	-7.63908386230469	-26.9888000488281	0
A22	-17.5318641662598	-14.0405979156494	-24.3246040344238	0
A23	-24.1646156311035	-18.8346538543701	-20.6047668457031	0
A24	-29.4357051849365	-22.9437580108643	-17.6458072662354	0
A25	-42.3488311767578	-37.5828590393066	-26.9072418212891	0
A26	-40.3201103210449	-36.7443466186523	-26.0732307434082	0
A27	-40.6978034973145	-32.4174728393555	-25.4308967590332	0
A28	-38.1052169799805	-30.798755645752	-27.7337379455566	0
A29	-31.7548942565918	-48.9548416137695	-8.74862003326416	0
A30	-28.5824680328369	-50.4623031616211	-7.14857482910156	0
A31	-64.3353118896484	-41.7236938476562	-11.568244934082	0
A32	-59.781982421875	-52.7066230773926	-19.0952167510986	0
A33	-48.4983596801758	-55.1063232421875	-15.3233308792114	0
A34	-42.8609313964844	-49.5236587524414	-19.122766494751	0
A35	-43.147144317627	-61.3421249389648	-22.7488574981689	0
A36	-31.8568992614746	-70.1663436889648	-17.9735679626465	0
A37	-20.1461906433105	-78.7360000610352	-9.74087524414062	0
A38	-8.4384765625	-96.0114898681641	-11.5089769363403	0
A39	-56.5128288269043	-59.3964424133301	-9.4487476348877	0
A40	-53.2960014343262	-63.7977523803711	-7.90748453140259	0
A41	-44.3209800720215	-74.4595108032227	3.93996000289917	0
A42	-48.0731163024902	-80.9453125	9.51280307769775	0
A43	-41.2825660705566	-79.3113250732422	9.73814868927002	0
A44	-45.1993255615234	-77.7917633056641	20.5181713104248	0
A45	-41.5027503967285	-80.9729385375977	27.2850437164307	0
A46	-18.7218627929688	-87.3405075073242	22.8219966888428	0
A47	-9.13750839233398	-86.6400909423828	36.4430465698242	0
A48	-1.23828268051147	-67.4029769897461	32.8478469848633	0
A49	-40.5971412658691	22.5370674133301	-16.5948848724365	0
A50	-22.68088722229	28.8646125793457	-14.889123916626	0
A51	-22.3693141937256	33.7530899047852	-18.9092578887939	0
A52	-15.2335910797119	51.339282989502	-20.3253784179688	0
A53	-6.68590688705444	67.8278350830078	-7.13522720336914	0
A54	-35.0107841491699	20.0066375732422	-15.7213792800903	0
A55	-22.5267066955566	26.6770114898682	-16.009973526001	0
A56	-21.6313304901123	33.8920707702637	-21.0818748474121	0
A57	-15.9908199310303	43.1020622253418	-23.6832237243652	0
A58	-5.08178806304932	66.7089233398438	-0.301911652088165	0
B1	-30.91335105896	12.140495300293	51.319164276123	0
B2	-28.2875862121582	11.1390428543091	52.0719223022461	0
B3	-25.3313102722168	7.96162891387939	53.3350944519043	0
B4	-24.9447364807129	3.8626983165741	51.0079689025879	0
B5	-48.4470329284668	-10.7203283309937	51.7949104309082	0
B6	-23.0327911376953	-15.2880525588989	66.2347106933594	0
B7	-34.7158584594727	-24.2366523742676	61.0656509399414	0
B8	-29.6782836914062	-24.4578895568848	65.2912368774414	0
B9	-24.0173645019531	19.2850437164307	40.6203727722168	0
B10	-25.0340232849121	16.5461921691895	43.5385131835938	0
B11	-21.5867347717285	7.64362621307373	50.9227142333984	0
B12	-22.5048484802246	4.93814563751221	50.5218200683594	0
B13	-21.2061309814453	-0.0703060254454613	70.2197799682617	0
B14	-22.6927242279053	-16.2917289733887	70.0946273803711	0
B15	-1.93540418148041	-41.3027839660645	65.2712173461914	0
B16	-4.64078569412231	-42.9536285400391	72.4500503540039	0
B17	-21.3740653991699	29.0097846984863	37.384708404541	0
B18	-20.2091407775879	34.3187446594238	37.2073745727539	0
B19	-20.7774028778076	8.66390323638916	52.5408554077148	0
B20	-22.0991706848145	6.15109395980835	57.403881072998	0
B21	-11.8558502197266	6.80310344696045	69.0723114013672	0
B22	-2.95803737640381	-34.1113510131836	52.5783271789551	0
B23	-6.3733377456665	-42.6121444702148	59.9570846557617	0
B24	-4.56415367126465	-43.9397926330566	44.2267112731934	0
B25	-23.8279991149902	38.8111114501953	35.1587905883789	0
B26	-21.0966701507568	39.3676376342773	35.1065330505371	0
B27	-5.55241823196411	44.0003967285156	22.512264251709	0
B28	-3.88998603820801	38.4486885070801	28.2196197509766	0
B29	-5.24758958816528	7.13776540756226	69.2810211181641	0
B30	-4.66412019729614	-30.271053314209	48.870418548584	0
B31	-15.2789402008057	-37.3669891357422	42.1274681091309	0
B32	-8.48605155944824	-39.204418182373	46.1897659301758	0
B33	-23.8238792419434	42.3573722839355	26.4579658508301	0
B34	-25.3562164306641	43.8854789733887	35.0338287353516	0
B35	-4.42694568634033	49.6462478637695	17.8287143707275	0
B36	-5.34655046463013	31.2125968933105	31.1221828460693	0
B37	-4.41534566879272	8.9629955291748	56.3036117553711	0
B38	-8.65810394287109	-19.5085487365723	45.355110168457	0
B39	-15.4066925048828	-30.2830238342285	39.1548614501953	0
B40	-2.46743083000183	-34.3348922729492	44.0021057128906	0
B41	-7.70126962661743	67.3894119262695	15.0452823638916	0
B42	-5.79348373413086	63.0101509094238	14.1464767456055	0
B43	-5.36423301696777	56.2093811035156	12.0836544036865	0
B44	-7.81752920150757	22.4329738616943	36.2138633728027	0
B45	-7.92253971099854	-6.61696100234985	46.8601722717285	0
B46	-10.873607635498	-12.1542053222656	45.4084320068359	0
B47	-13.0257034301758	-22.5214576721191	39.2425422668457	0
B48	-6.98308944702148	-29.1635932922363	43.8174209594727	0
B49	-15.6475801467896	66.496826171875	-0.244666665792465	0
B50	-6.19360637664795	65.6688003540039	10.8426856994629	0
B51	-7.07020711898804	57.3757820129395	8.73813629150391	0
B52	-10.252420425415	21.0035743713379	33.7494010925293	0
B53	-8.50612926483154	1.75257468223572	43.826847076416	0
B54	-9.55599498748779	-1.11806333065033	42.7168998718262	0
B55	-4.63065099716187	-32.4973564147949	10.2897882461548	0
B56	1.29065823554993	-39.3594551086426	13.0950212478638	0
B57	-11.3470621109009	68.0204620361328	-6.40722370147705	0
B58	-10.0855379104614	68.8187408447266	-2.81626605987549	0
B59	-4.56689834594727	64.6023788452148	4.39757061004639	0
B60	-12.6103668212891	-24.1135635375977	-10.8963947296143	0
B61	-11.20055103302	-30.8860130310059	-3.88969850540161	0
B62	-8.01856422424316	-31.6975746154785	3.09289216995239	0
B63	-6.23925161361694	-33.3399658203125	8.80402565002441	0
B64	1.23946440219879	-42.072868347168	10.5240154266357	0
C1	-5.0248818397522	-47.9779319763184	32.9940338134766	0
C2	-3.52309942245483	-61.3282890319824	35.951488494873	0
C3	-4.8206467628479	-55.1591377258301	38.3695755004883	0
C4	-8.5276927947998	-50.0732803344727	41.4602127075195	0
C5	-33.106258392334	-57.7748031616211	59.4279594421387	0
C6	-2.75572848320007	-62.3565788269043	31.3822536468506	0
C7	-2.71670007705688	-71.3509674072266	35.0116004943848	0
C8	-7.21759510040283	-73.3962097167969	37.2806091308594	0
C9	-11.780065536499	-74.2454452514648	39.5791206359863	0
C10	-30.8767509460449	-57.9452323913574	56.9417419433594	0
